subject,sessionIndex,rep,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
HardcodeUser,1,1,0.0853,3.3598,3.2745,0.0564,1.7499,1.6935,0.0613,2.2332,2.1719,0.0745,1.7217,1.6473,0.0603,2.0193,1.959,0.0555,1.7406,1.6852,0.0491,1.9365,1.8874,0.0595,1.7567,1.6972,0.0587,1.7798,1.7211,0.0725,2.4188,2.3463,0.0506
